考号	题65（男1女2）	题66	题1	题2	题3	题4	题5	题6	题7	题8	题9	题10	题11	题12	题13	题14	题15	题16	题17	题18	题19	题20	题21	题22	题23	题24	题25	题26	题27	题28	题29	题30	题31	题32	题33	题34	题35	题36	题37	题38	题39	题40	题41	题42	题43	题44	题45	题46	题47	题48	题49	题50	题51	题52	题53	题54	题55	题56	题57	题58	题59	题60	题61	题62	题63
 186514 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	2	4	2	3	2	4	4	3	3	1	4	4	3	3	1	2	6	5	6	1	1
 186515 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	2	2	5	3	1	4	4	4	3	3	1	4	4	3	3	6	5	3	3	4	4	3
 186516 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	1	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	4	2	3	1	3	4	3	5	1	4	4	6	3	3	2	3	4	3	5	4
 186517 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	2	5	5	3	1	1	4	3	4	2	1	4	4	6	3	1	4	5	3	1	4	3
 186518 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	0	4	2	5	5	2	3	2	2	4	3	3	1	4	3	1	3	1	6	5	3	6	4	5
 186519 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	0	4	0	4	5	1	1	3	1	4	3	1	13	4	2	5	5	3	1	1	4	4	3	2	1	5	4	3	1	0	4	1	3	5	4	1
 186520 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	1	2	2	4	3	3	1	6	4	6	3	1	4	3	3	4	4	1
 186521 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	2	4	2	3	2	4	4	3	3	1	4	3	3	3	1	2	6	5	2	4	1
 186522 	1	3	1	2	3	2	1	4	5	6	3	1	3	4	1	3	4	4	5	1	1	3	3	6	4	1	4	5	1	3	4	2	4	4	1	1	1	1	4	3	1	1	0	2	5	5	3	1	4	2	4	2	3	1	4	4	3	1	1	1	1	3	1	4	1
 186523 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	0	5	4	3	1	2	2	4	3	3	1	4	4	3	1	6	3	3	5	1	4	1
 186524 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	4	2	3	1	4	4	4	3	1	5	4	6	3	3	4	3	3	4	4	1
 186525 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	2	5	5	3	1	4	2	4	2	3	1	4	4	3	1	4	2	1	3	4	4	1
 186526 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	3	2	2	3	3	4	1	4	2	3	1	3	4	3	3	1	4	5
 186527 	1	4	1	2	3	2	0	0	0	6	3	2	3	4	1	3	4	4	1	6	1	3	5	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	2	4	3	1	0	4	4	3	4	1	4	3	3	1	3	2	3	3	4	4	1
 186528 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	2	3	1	4	3	1	1	4	4	5	4	3	3	4	4	4	3	3	4	4	3	3	3	3	2	3	5	5	4	1
 186529 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	2	4	4	1	1	3	1	4	3	1	3	4	4	5	4	5	3	2	4	2	3	3	4	4	4	4	3	1	1	6	2	3	5	4
 186530 	1	4	1	2	3	2	1	4	5	6	6	3	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	5	4	3	1	3	4	3	5	4	4	3	2	4	4	3	3	4	6	4	4	1	1	4	5	4	1	5	4
 186531 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	2	0	1	4	2	5	5	2	3	2	4	1	5	3	2	5	2	6	4	1	4	3	5	5	6	3
 186532 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	3	1	4	2	5	4	2	1	2	2	1	4	3	2	2	1	6	3	4	4	3	5	5	4	1
 186533 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	4	3	4	3	5	3	1	3	2	6	4	1	4	0	1	3	3	5	4	4	1	1	3	3	4	3	1	3	4	4	4	4	3	3	4	3	2	1	4	1	5	1	4	4	3	3	4	5	6	5	2
 186534 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	4	3	4	3	5	3	1	3	2	6	4	1	4	5	1	3	4	4	4	4	1	1	3	2	4	3	1	1	5	4	5	5	2	3	4	2	3	3	2	3	3	3	4	4	4	5	3	6	1	5	2
 186535 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	0	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	4	4	1	4	3	1	3	4	3	5	4	6	4	1	4	3	3	1	5	5
 186536 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	0	4	3	5	1	1	2	6	4	1	4	5	1	3	4	2	4	4	1	4	3	1	3	2	1	3	4	2	5	4	2	5	1	4	1	5	3	2	3	4	4	3	1	4	3	5	2	6	4
 186537 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	0	5	1	1	3	1	4	3	1	3	4	3	5	5	1	3	2	2	1	3	3	4	3	1	6	6	3	4	3	1	4	5	4
 186538 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	5	3	1	4	3	1	3	3	3	5	2	2	1	2	3	4	4	4	1	5	1	2	3	1	4	1	2	3	3	2
 186539 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	6	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	4	2	1	4	4	3	3	3	3	1	1	6	3	1	1	3	4	5	1	5
 186540 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	2	3	4	0	5	3	2	1	2	2	4	6	2	4	2	4	6	3	4	4	5	4	0	4	1
 186541 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	4	5	3	2	1	2	2	2	3	3	1	6	4	6	5	2	4	3	3	1	4	1
 186542 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	5	3	1	4	2	1	3	4	2	5	5	2	3	2	4	1	5	3	2	5	2	2	3	1	4	3	5	5	6	3
 186543 	2	4	12	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	5	4	5	4	5	1	3	4	3	3	4	1	1	3	1	4	3	2	1	3	3	5	5	2	3	4	3	4	3	3	3	4	4	6	4	1	3	3	4	4	3	4
 186544 	1	4	1	2	3	2	4	4	5	6	3	2	3	2	3	4	1	3	4	1	5	1	1	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	1	2	5	3	2	1	1	4	3	3	5	2	3	1	6	6	2	4	5	3	2	1	6
 186545 	0	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	3	2	3	2	2	1	3	2	2	5	4	2	3	1	6	3	5	6	5	5
 186546 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	3	1	4	2	5	4	2	1	3	4	1	4	3	2	2	1	6	6	4	4	1	5	3	6	1
 186547 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	4	5	5	2	3	2	2	1	3	2	3	3	4	6	4	4	2	3	4	1	4	1
 186548 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	1	4	2	5	1	1	3	1	4	3	2	1	3	3	2	4	3	0	2	3	2	3	5	2	4	1	6	4	2	3	3	3	1	5	4
 186549 	2	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	5	4	3	1	2	4	4	1	1	4	4	6	3	1	4	5	5	6	5	4
 186550 	2	2	2	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	1	3	5	2	2	1	2	3	1	3	3	2	4	4	6	3	1	3	3	3	6	5	4
 186551 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	3	4	2	3	3	0	4	3	3	3	4	4	6	4	6	6	4	5	1	2	6	3	1
 186552 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	1	4	3	4	4	1	1	3	1	4	2	1	3	3	3	5	4	3	3	4	4	1	4	3	2	6	4	5	4	1	4	6	3	2	3	1
 186553 	3	3	1	2	3	2	1	4	5	6	0	2	0	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	0	1	1	3	5	2	2	1	2	3	1	3	3	2	4	1	6	4	1	1	3	5	1	5	4
 186554 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	5	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	4	2	1	4	4	3	3	3	2	1	1	6	3	1	1	3	5	5	5	5
 186555 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	2	1	1	1	3	5	4	2	3	2	2	3	3	3	2	3	1	4	3	5	3	5	3	1	3	5
 186556 	2	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	3	4	3	1	1	1	3	5	3	2	3	2	2	1	3	2	2	5	4	6	3	1	6	3	2	6	5	5
 186557 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	4	5	5	2	3	2	2	1	3	3	4	3	1	6	6	3	4	3	0	4	1	1
 186558 	1	1	1	3	2	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	2	1	1	4	2	5	6	2	3	2	3	3	3	3	2	1	4	6	3	1	4	4	5	1	6	4
 186559 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	4	1	4	3	1	3	4	2	5	4	2	1	1	4	3	3	3	2	3	1	6	2	2	2	3	5	6	5	3
 186560 	4	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	5	3	5	1	1	3	2	6	2	2	4	3	1	1	4	3	4	4	1	5	2	1	4	2	3	3	4	3	2	5	3	5	4	3	1	1	1	2	1	1	2	6	4	2	1	3	3	3	4
 186561 	6	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	5	3	3	3	4	2	6	4	2	3	4	2	2	4	2	3	4	3	3	4	3	4	1	3	4	2	3	5	1	4	2	1	3	5	2	4
 186601 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	6	3	1	2	2	3	3	4	1	4	4	6	3	1	1	3	23	4	3	5
 186602 	1	3	1	2	3	2	1	4	5	3	3	2	3	4	1	3	1	2	5	1	1	3	2	6	4	1	4	5	1	3	4	4	5	4	1	1	4	1	4	3	1	3	4	2	5	6	2	3	1	4	3	3	5	2	2	2	5	3	3	2	6	3	5	3	6
 186603 	3	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	1	2	4	1	1	3	1	4	2	1	3	4	2	5	5	2	3	4	4	4	3	2	2	6	4	1	5	4	3	3	3	3	2	6
 186604 	1	4	1	2	3	2	4	4	5	3	2	3	4	1	3	4	3	5	1	1	3	3	2	6	4	1	4	5	1	3	4	3	4	5	5	1	3	5	4	3	2	3	5	2	5	5	2	3	4	4	4	4	3	2	2	4	1	4	1	2	3	2	1	4	1
 186605 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	2	3	3	4	1	1	1	3	1	4	1	1	3	0	2	5	3	2	1	1	3	1	3	4	2	4	4	6	3	5	4	1	2	6	5	3
 186606 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	2	2	4	2	1	2	4	3	3	2	3	3	1	1	3	4	3	1	5	2	4	1
 186607 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	4	1	3	4	2	5	4	4	3	1	2	4	5	4	2	2	4	3	3	1	4	6	5	5	5	3
 186608 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	3	2	2	3	3	0	3	5	4	6	3	1	2	5	2	6	4	4
 186609 	2	3	1	2	3	2	3	4	5	6	3	2	3	4	1	3	3	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	3	1	5	3	1	4	1	2	3	4	3	2	3	3	1	2	4	2	5	3	2	5	1	2	5	3	2	2	2	3	4	1
 186610 	2	3	1	2	3	2	1	4	5	6	3	2	3	5	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	4	2	4	2	3	4	4	2	3	3	2	4	1	4	3	1	2	3	5	3	4	4
 186611 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	4	3	1	2	2	4	3	0	2	3	3	6	3	1	3	5	5	1	4	1
 186612 	1	3	1	2	2	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	3	4	4	4	4	6	1	3	1	4	3	1	3	4	2	5	5	4	1	2	4	3	4	4	4	2	2	4	3	3	2	6	3	5	3	4
 186613 	1	4	1	2	3	2	1	4	5	2	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	4	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	6	4	3	1	4	3	3	5	1	2	2	5	3	3	2	6	3	5	3	6
 186614 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	2	4	3	4	4	1	1	3	1	5	3	1	3	4	3	5	5	2	1	2	2	1	5	3	1	6	2	4	6	3	4	3	2	5	4	1
 186615 	0	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	5	1	4	3	1	6	4	2	5	5	2	1	2	2	4	5	4	2	5	2	6	4	1	1	3	5	4	5	1
 186616 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	0	4	0	5	4	4	3	1	2	4	5	4	2	2	4	4	3	1	4	6	5	5	4	3
 186617 	1	5	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	3	4	3	4	4	1	1	3	2	4	3	1	3	4	2	5	5	5	1	1	4	1	3	3	2	2	3	4	3	3	2	0	4	1	4	4
 186618 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	3	4	4	1	1	3	1	4	3	1	3	4	2	5	4	3	1	2	2	3	3	4	1	2	2	4	3	3	2	1	3	6	3	1
 186619 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	5	4	2	1	4	2	1	3	3	4	2	3	6	3	1	3	1	3	4	4	1
 186620 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	4	1	1	4	2	5	5	2	1	2	2	5	3	2	3	5	4	6	3	1	3	1	3	5	4	4
 186621 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	0	1	3	2	3	4	4	4	2	4	2	3	3	0	2	3	35	3	4
 186622 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	1	1	4	5	2	2	1	2	2	1	2	3	1	2	1	3	1	4	1	6	4	6	5	1
 186623 	2	3	1	2	3	2	4	4	5	3	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	1	4	6	4	4	1	1	3	1	4	2	1	1	4	2	5	4	3	1	4	4	2	1	2	4	4	1	2	4	4	4	4	5	3	5	4
 186624 	1	2	1	2	3	2	1	4	5	6	3	2	3	3	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	5	2	2	3	1	2	5	4	2	1	4	3	1	4	5	2	5	1	4	3	4	3	3	2	1	3	3
 186625 	3	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	3	4	4	1	1	1	1	4	3	1	3	4	1	5	4	3	3	1	2	4	3	4	3	2	3	3	1	4	5	5	6	4	3	1
 186626 	2	3	1	2	0	3	2	1	4	5	6	3	23	3	4	1	3	4	3	5	1	3	2	6	6	4	1	4	5	1	1	2	4	4	1	1	3	1	4	3	1	1	4	2	5	4	5	3	2	3	4	4	0	1	5	3	4	0	2	2	1	0	5	5	4
 186627 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	2	3	5	1	1	3	2	6	4	5	4	5	1	3	4	3	4	4	1	1	3	1	4	2	2	2	6	4	5	4	3	3	4	2	1	6	3	4	4	4	1	4	5	3	5	3	2	5	2
 186628 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	3	2	4	5	1	3	4	3	4	4	1	1	3	1	4	3	2	1	4	2	2	5	1	3	1	4	3	3	3	3	2	4	3	1	2	1	6	2	2	4	5
 186629 	1	3	1	1	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	2	1	2	4	5	3	2	2	4	6	1	1	3	2	3	6	5	5
 186630 	2	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	2	1	1	4	2	5	5	3	1	1	4	1	5	3	2	2	1	4	3	4	3	1	3	4	3	1
 186631 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	2	2	2	1	4	3	3	5	2	5	1	2	2	1	4	3	4	4	4	1
 186632 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	1	1	4	3	1	1	4	2	3	2	4	3	1	2	1	3	2	0	3	4	3	2	2	5	5	3	2	4	5
 186633 	0	1	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	6	4	1	3	3	6	1	4	1	4	5	1	3	4	2	4	5	1	5	3	1	4	3	2	4	2	5	4	4	3	1	2	1	3	4	3	5	3	6	0	3	1	1	6	3	6	3	0
 186634 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	2	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	3	4	2	5	5	1	3	2	2	4	3	3	3	4	4	2	6	1	1	6	2	5	5	4
 186635 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	0	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	1	4	2	5	5	2	3	2	2	3	4	2	2	6	4	6	3	1	2	1	3	4	4	5
 186636 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	1	1	4	5	1	3	4	3	4	4	1	1	1	1	4	2	1	3	4	4	5	3	3	3	1	3	3	1	3	2	5	3	4	5	1	5	5	5	4	3	4
 186637 	1	5	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	5	4	3	1	1	1	1	5	4	1	1	3	4	3	3	3	1	2	1	4	5	3	4	3	5	5	4	1
 186638 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	1	1	4	3	1	3	4	2	5	5	2	3	1	2	4	2	2	1	6	4	6	6	1	1	5	3	6	4	1
 186639 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	3	2	2	2	1	2	2	4	3	4	3	5	3	6	2	5	1	3	3	4	4	4
 186640 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	1	1	3	5	4	4	2	2	4	1	3	4	3	6	4	3	1	1	4	6	2	4	4	3
 186641 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	2	5	1	3	4	3	4	4	2	1	3	1	4	2	3	6	4	3	5	5	3	3	4	4	4	3	4	4	4	1	3	3	3	3	6	2	5	3	5
 186642 	14	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	1	4	3	5	5	3	3	1	2	3	3	3	2	2	1	4	4	1	4	0	0	3	4	6
 186643 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	4	3	3	4	3	1	0	3	2	5	4	3	6	1	2	6	3	5	1	3
 186644 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	5	1	3	4	2	4	5	1	1	3	1	4	3	2	1	4	2	5	3	3	3	1	2	2	3	2	1	3	4	2	2	4	2	4	3	6	3	1
 186645 	0	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	5	1	4	1	1	1	1	3	5	4	2	5	4	3	2	3	3	2	4	3	4	5	2	6	3	4	4	5	4
 186646 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	5	2	2	2	4	3	2	2	4	3	3	2	5	4	6	1	1	3	4	3	1	4	4
 186647 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	1	4	3	5	4	4	1	4	4	2	3	4	2	6	4	3	1	1	5	6	3	4	4	1
 186648 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	4	1	1	1	4	5	5	2	1	2	2	3	3	2	1	3	1	4	3	5	4	1	2	5	4	1
 186649 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	1	4	2	5	4	2	3	2	2	3	3	3	1	5	2	1	3	1	2	5	3	4	6	5
 186650 	3	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	1	1	3	4	3	5	4	2	2	1	2	3	3	2	2	5	3	6	3	1	1	5	4	2	3	1
 186651 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	0	2	0	0	1	0	0	3	4	3	4	4	2	1	3	1	4	2	1	1	4	3	5	5	3	3	1	4	4	3	3	2	2	1	4	4	3	4	1	6	5	3	4
 186652 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	1	4	4	5	5	1	1	4	4	3	1	3	2	2	4	3	1	1	3	6	5	3	4	4
 186653 	0	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	4	1	4	3	1	1	2	2	5	4	3	1	1	4	3	4	3	2	0	5	4	6	4	3	1	6	3	4	4
 186654 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	5	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	3	3	1	4	3	4	3	5	3	3	4	4	1	1	3	4	6	4	2	6	4	6	3	1	3	3	3	4	1	3
